ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3428711,Source1,3,1/9/2017 22:04,1/10/2017 4:04,44.78388,-93.20907,44.75734,-93.25268,2.818,Between MN-77/Cedar Ave/Exit 92 and CR-11/Exit 90 - Accident.,I-35E S,Saint Paul,Dakota,MN,55122,US,US/Central,KMSP,1/9/2017 21:53,26.1,16.8,78,29.73,9,SSE,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3404078,Source2,3,8/27/2017 7:02,8/27/2017 7:30,36.845589,-76.252586,NA,NA,0,Right lane blocked due to accident on I-264 Westbound at Exit 12 Ballentine Blvd.,Ballentine Blvd,Norfolk,Norfolk,VA,23504,US,US/Eastern,KORF,8/27/2017 6:51,73.9,NA,55,30.16,10,NE,12.7,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3765792,Source1,2,7/27/2022 4:34,7/27/2022 10:10,40.743321,-73.89574,40.744779,-73.894565,0.118,Incident on I-278 near I-278 Drive with caution.,69th St,Woodside,Queens,NY,11377-3839,US,US/Eastern,KLGA,7/27/2022 4:51,71,71,66,29.93,10,ENE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3528783,Source1,2,12/29/2016 12:50,12/29/2016 18:50,34.01451,-117.81937,34.00693,-117.82709,0.685,At Grand Ave - Accident.,CA-60 W,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,12/29/2016 12:47,73.4,NA,23,30.11,10,East,11.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3351316,Source2,2,8/2/2017 16:16,8/2/2017 17:01,35.68351,-83.791161,NA,NA,0,Accident on US-321 Lamar Alexander Pkwy at Old Tuckaleechee Rd.,Old Tuckaleechee Rd,Townsend,Blount,TN,37882,US,US/Eastern,KTYS,8/2/2017 15:53,84.9,NA,46,30.04,10,WSW,5.8,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3939280,Source1,2,6/26/2022 14:50,6/26/2022 17:05,39.229088,-77.66091,39.227278,-77.65667,0.259,On VA-287 in the County of Loudoun in the vicinity of Rickard Rd; Rt. 692E/W (Loudoun County) motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.,Rickard Rd,Lovettsville,Loudoun,VA,20180-3114,US,US/Eastern,KJYO,6/26/2022 14:52,89,89,50,29.69,10,SSW,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3677299,Source1,2,18:45.0,49:05.0,41.550583,-87.816872,41.550814,-87.799905,0.877,At IL-43/Harlem Ave/Exit 148 - Accident. Hard shoulder blocked.,Moline Expy E,Mokena,Will,IL,60448,US,US/Central,KLOT,3/29/2023 16:45,41,38,31,29.53,10,NNW,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3260308,Source2,3,10/22/2017 18:41,10/22/2017 19:11,38.212219,-85.752785,NA,NA,0,Accident on I-65 Southbound near Warnock St.,Eastern Pkwy,Louisville,Jefferson,KY,40209,US,US/Eastern,KSDF,10/22/2017 18:56,73.9,NA,57,30.03,10,SE,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3213159,Source2,2,11/29/2017 13:47,11/29/2017 14:17,40.088821,-76.380554,NA,NA,0,Shoulder blocked due to accident on PA-283 Eastbound at PA-722 State Rd.,State Rd,Lancaster,Lancaster,PA,17601,US,US/Eastern,KLNS,11/29/2017 13:53,62.1,NA,34,30.14,10,WNW,17.3,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3053461,Source2,2,1/8/2018 14:28,1/8/2018 14:57,37.158653,-121.982506,NA,NA,0,Slow lane blocked due to accident on CA-17 Santa Cruz Hwy Northbound at Oneda Ct.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,1/8/2018 14:53,61,NA,90,29.72,7,East,10.4,0.01,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3911196,Source1,2,8/20/2022 6:43,8/20/2022 10:00,42.342494,-73.704728,42.333982,-73.704408,0.588,Incident on RT-9H SB near FALLS RD Right shoulder closed.,RT-9H,Hudson,Columbia,NY,12534-3389,US,US/Eastern,KPSF,8/20/2022 6:54,57,57,96,28.91,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3129269,Source2,2,12/14/2017 8:52,12/14/2017 9:21,43.04319,-89.370087,NA,NA,0,Right hand shoulder blocked due to accident on US-12 Beltline Hwy Westbound at John Nolen Dr.,W Beltline Hwy W,Madison,Dane,WI,53713,US,US/Central,KMSN,12/14/2017 8:53,16,10.4,88,30.1,10,Variable,3.5,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3485347,Source1,2,10/19/2016 19:17,10/20/2016 1:17,35.385742,-78.51419,35.386752,-78.515071,0.086,At I-40/Exit 81 - Accident.,I-40 W,Benson,Johnston,NC,27504,US,US/Eastern,KHRJ,10/19/2016 19:25,76.1,NA,76,30.04,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3316132,Source2,2,9/18/2017 6:47,9/18/2017 7:31,45.520069,-123.054634,NA,NA,0,Accident on 14th Ave at OR-8 Baseline St.,Baseline St,Cornelius,Washington,OR,97113-8813,US,US/Pacific,KHIO,9/18/2017 6:53,53.1,NA,96,29.83,8,Calm,NA,0,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-3414365,Source1,2,4/6/2016 21:37,4/7/2016 3:37,35.33779,-118.84042,35.34647,-118.88189,2.413,Between Comanche Dr and Edison Rd - Accident.,CA-58 W,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,4/6/2016 21:54,73.9,NA,45,29.97,10,SSE,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3876506,Source1,4,55:48.0,17:42.0,39.091404,-76.771194,39.091695,-76.778554,0.395,Incident on MD-198 WB near BALD EAGLE DR Road closed. Take alternate route.,Laurel Fort Meade Rd,Laurel,Anne Arundel,MD,20724-1315,US,US/Eastern,KFME,6/14/2022 15:59,79,79,74,29.77,10,NNW,6,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3443058,Source1,2,7/7/2016 11:14,7/7/2016 17:14,41.25817,-95.95372,41.26323,-95.94725,0.485,At US-75/30th St/Exit 2 - Accident.,US-75 N,Omaha,Douglas,NE,68131,US,US/Central,KOMA,7/7/2016 10:52,77,NA,66,29.7,10,South,9.2,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3467410,Source1,2,11/4/2016 14:23,11/4/2016 20:23,34.86123,-82.25353,34.857359,-82.264083,0.655,At Pelham Rd/Exit 54 - Accident.,I-85 S,Greenville,Greenville,SC,29615,US,US/Eastern,KGMU,11/4/2016 14:53,73.9,NA,30,30.15,10,Variable,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4019896,Source1,2,24:00.0,35:30.0,33.937,-118.279674,33.961397,-118.280534,1.686,Slow traffic on I-110 N - Harbor Fwy N from 111th Pl (I-110) to CA-42/Manchester Ave (I-110) due to accident.,Harbor Fwy N,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,9/13/2022 12:53,81,81,58,29.79,10,WSW,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3485579,Source1,4,10/20/2016 14:22,10/20/2016 20:20,39.92209,-76.82859,39.91051,-76.84205,1.072,Closed at S Biesecker Rd/Myers Rd - Road closed due to accident.,Hanover Rd,York,York,PA,17408,US,US/Eastern,KTHV,10/20/2016 13:53,79,NA,62,29.99,10,SSE,9.2,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3726261,Source1,2,2/26/2022 5:22,2/26/2022 5:44,33.88362,-117.627086,33.884903,-117.632651,0.331,Stationary traffic on Riverside Fwy W - CA-91 W from Serfas Club Dr to Green River Rd due to accident.,CA-91 W,Corona,Riverside,CA,92880,US,US/Pacific,KAJO,2/26/2022 4:56,46,41,37,29.66,10,E,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3333204,Source2,2,9/26/2017 18:39,9/26/2017 19:24,35.748226,-78.875381,NA,NA,0,Accident on NC-55 Williams St at US-64.,W Williams St,Apex,Wake,NC,27502-4600,US,US/Eastern,KTTA,9/26/2017 18:45,81,NA,67,29.85,10,North,8.1,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3186996,Source2,2,11/15/2017 12:50,11/15/2017 13:19,45.108295,-93.301262,NA,NA,0,Accident on MN-252 Northbound at County Hwy-109 85th Ave.,State Highway 252,Minneapolis,Hennepin,MN,55444,US,US/Central,KMIC,11/15/2017 14:53,33.1,23.4,64,29.99,10,NW,13.8,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3747403,Source1,2,2/28/2022 15:25,2/28/2022 15:47,32.921204,-96.741318,32.917324,-96.743169,0.289,Slow traffic from Walnut St (S Greenville Ave/TX-5) to I-635/Lyndon B Johnson Fwy (Greenville Ave/TX-5) due to accident.,Greenville Ave,Dallas,Dallas,TX,75243,US,US/Central,KADS,2/28/2022 15:47,64,64,12,29.53,13,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3236470,Source2,3,10/10/2017 12:30,10/10/2017 13:15,30.435085,-88.656181,NA,NA,0,Slow traffic due to accident on I-10 Westbound after Exit 61 Gautier Vancleave Rd.,Gautier Vancleave Rd,Gautier,Jackson,MS,39553,US,US/Central,KPQL,10/10/2017 12:31,84.9,NA,74,30.05,10,SW,4.6,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3501021,Source1,2,6/28/2016 17:12,6/28/2016 23:12,42.47596,-83.12548,42.476,-83.119992,0.28,Between 10 Mile Rd/Exit 17 and I-75/Exit 18 - Accident.,I-696 E,Royal Oak,Oakland,MI,48067,US,US/Eastern,KVLL,6/28/2016 17:14,66.6,NA,62,30.08,10,North,10.4,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3522441,Source1,4,4/7/2016 5:55,4/7/2016 11:55,41.49349,-85.98259,41.49329,-86.00188,0.998,Closed between County Road 7 and IN-19 - Road closed due to accident.,County Road 46,Nappanee,Elkhart,IN,46550-9338,US,US/Eastern,KGSH,4/7/2016 5:56,39,32.3,89,29.49,8,West,10.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4004862,Source1,2,38:00.0,50:30.0,39.179593,-94.578581,39.182545,-94.588856,0.587,Slow traffic on US-71 N - I-29 N from MO-283/Exit 1 (I-29) to US-169/Exit 2 (I-29) due to accident.,I-29,Kansas City,Clay,MO,64116,US,US/Central,KMKC,5/26/2022 8:39,59,59,83,28.91,10,N,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3770162,Source1,2,3/4/2022 16:44,3/4/2022 17:04,43.04789901,-83.59618306,43.05548901,-83.59646306,0.525,Stationary traffic from E Potter Rd to Richfield Rd due to accident.,N Belsay Rd,Flint,Genesee,MI,48506-2229,US,US/Eastern,KFNT,3/4/2022 16:53,38,33,36,29.52,10,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3567463,Source1,2,2/22/2017 8:40,2/22/2017 14:40,30.26497,-90.98312,30.27373,-90.98678,0.643,At LA-73/Exit 173 - Accident.,I-10 W,Prairieville,Ascension,LA,70769,US,US/Central,KL38,2/22/2017 8:53,63,63,81,29.81,10,N,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3994108,Source1,2,1/19/2023 6:23,1/19/2023 9:19,43.562319,-116.18908,43.55091,-116.172826,1.133,Incident on I-84 EB near EXIT 50B Drive with caution.,I-84 E,Boise,Ada,ID,83705,US,US/Mountain,KBOI,1/19/2023 6:23,31,24,89,27.01,1,SW,7,0.01,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3225482,Source2,3,10/5/2017 8:56,10/5/2017 9:56,38.235779,-85.658501,NA,NA,0,Queueing traffic due to accident on I-64 Westbound at Exit 10.4 Area of Cannons Lane.,Cannons Ln,Louisville,Jefferson,KY,40207,US,US/Eastern,KLOU,10/5/2017 8:53,64.9,NA,84,30.25,10,SSE,4.6,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3219433,Source2,3,10/3/2017 19:56,10/3/2017 20:25,42.26231,-84.649185,NA,NA,0,Accident on I-94 Westbound at Exit 127 Concord Rd.,I-94 W,Albion,Jackson,MI,49224,US,US/Eastern,KRMY,10/3/2017 19:53,76.8,NA,59,30.3,10,South,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3438944,Source1,2,8/15/2016 7:48,8/15/2016 13:48,32.67991,-96.67172,32.67857,-96.68087,0.54,At Dowdy Ferry Rd/Exit 476 - Accident.,LBJ Fwy W,Dallas,Dallas,TX,75217,US,US/Central,KHQZ,8/15/2016 7:50,71.6,NA,100,30.01,5,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3221885,Source2,2,10/3/2017 17:18,10/3/2017 17:48,37.832935,-122.481606,NA,NA,0,Accident on US-101 Westbound at Exit 442 Sausalito Lateral.,Golden Gate Brg N,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,10/3/2017 16:56,71.1,NA,24,29.88,10,West,18.4,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3844923,Source1,2,39:03.0,33:48.0,40.176202,-74.673235,40.169670000000004,-74.685243,0.778,Stationary traffic on US-130 S from Yardville Allentown Rd (US-130) to US-206 (Bordentown) (East) (US-130) due to accident.,US Highway 130,Trenton,Mercer,NJ,08620-2723,US,US/Eastern,KTTN,2/1/2023 17:53,33,25,38,30.02,10,WNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3257362,Source2,2,10/20/2017 8:42,10/20/2017 9:12,38.239292,-85.748589,NA,NA,0,Accident on KY-61 Preston St near Caldwell St.,E Caldwell St,Louisville,Jefferson,KY,40203-2313,US,US/Eastern,KSDF,10/20/2017 8:56,52,NA,93,30.3,8,SE,4.6,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4027932,Source1,2,9/21/2022 17:01,9/21/2022 19:17,41.100945,-73.965446,41.101406,-73.9867,1.107,NYSTA - Statewide Ops.: crash on I-87 - NYS Thruway northbound at Before Exit 11 (I-87) - Nyack (US 9W) starting 5:01 PM 09/21/2022 [CARS CAD-222640382],I-287 W,West Nyack,Rockland,NY,10994,US,US/Eastern,KHPN,9/21/2022 16:56,77,77,56,29.38,10,SSE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3104565,Source2,2,12/4/2017 7:58,12/4/2017 8:43,34.808037,-82.820175,NA,NA,0,Accident on SC-137 Main St near Lusk Rd.,N Main St,Six Mile,Pickens,SC,29682-9526,US,US/Eastern,KLQK,12/4/2017 7:55,34.2,29,100,30.31,7,NE,5.8,NA,Clear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3358937,Source2,3,8/5/2017 14:04,8/5/2017 14:49,43.008984,-77.439217,NA,NA,0,Accident on I-90 Westbound at Exit 45 I-490.,New York Trwy W,Victor,Ontario,NY,14564,US,US/Eastern,KROC,8/5/2017 13:54,70,NA,57,29.89,10,West,20.7,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3394166,Source2,2,8/22/2017 9:14,8/22/2017 9:45,39.754265,-104.987389,NA,NA,0.150000006,Lane blocked due to accident on Broadway Northbound between Curtis St and Arapahoe St.,Broadway,Denver,Denver,CO,80205,US,US/Mountain,KBKF,8/22/2017 8:58,65.3,NA,60,30.17,10,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3611602,Source1,3,5/14/2017 16:52,5/14/2017 22:52,32.83317,-96.61265,32.8285,-96.62081,0.573,At Galloway Ave/Exit 59 - Accident.,US-67 S,Mesquite,Dallas,TX,75150,US,US/Central,KHQZ,5/14/2017 16:50,86,NA,45,29.89,10,SE,10.4,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3941823,Source1,2,10/5/2022 18:45,10/6/2022 0:01,39.405759,-119.227188,39.404377,-119.227472,0.097,Crash - on US-95A in both directions at Pyramid Street in Lyon County Nevada. Single Lane Traffic Alternating Directions.,Pyramid St,Silver Springs,Lyon,NV,89429-8916,US,US/Pacific,KNFL,10/5/2022 18:56,70,70,23,26.08,10,N,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3899664,Source1,2,1/22/2022 16:32,1/22/2022 18:11,39.700074,-86.169932,39.698203,-86.146598,1.247,Incident on I-465 EB near US-31 Right lane blocked. Expect delays.,I-465 E,Indianapolis,Marion,IN,46217,US,US/Eastern,KIND,1/22/2022 16:54,31,21,47,29.31,10,SW,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3047124,Source2,2,1/4/2018 1:16,1/4/2018 2:00,36.788044,-121.678993,NA,NA,0,Lane blocked due to accident on CA-156 both ways at Meridian Rd.,Meridian Rd,Salinas,Monterey,CA,93907,US,US/Pacific,KSNS,1/4/2018 0:53,54,NA,90,30.06,10,East,18.4,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3506112,Source1,2,7/18/2016 17:41,7/18/2016 23:41,34.01982,-81.10541,34.02396,-81.10338,0.309,At I-126/US-76 - Accident.,I-26 W,West Columbia,Lexington,SC,29169,US,US/Eastern,KCAE,7/18/2016 17:56,93.9,NA,51,30.14,10,SSW,8.1,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3987998,Source1,4,12/29/2022 14:49,12/29/2022 16:44,35.070392,-81.762805,35.073029,-81.756035,0.424,Incident on I-85 NB near EXIT 87 Road closed. Take alternate route.,I-85,Cowpens,Cherokee,SC,29330,US,US/Eastern,KSPA,12/29/2022 14:55,63,63,27,29.45,10,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3642880,Source1,3,7/12/2017 12:21,7/12/2017 18:21,26.593009,-81.87198,26.593009,-81.87198,0,At Pagefield Commons - Accident.,S Cleveland Ave,Fort Myers,Lee,FL,33907-1311,US,US/Eastern,KFMY,7/12/2017 11:53,89.1,NA,67,30.09,10,East,10.4,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3385122,Source2,3,8/17/2017 8:53,8/17/2017 9:22,33.621876,-117.714363,NA,NA,0,#3 lane blocked due to accident on I-5 Northbound in Laguna Niguel.,I-5 N,Lake Forest,Orange,CA,92630,US,US/Pacific,KSNA,8/17/2017 8:53,71.1,NA,68,30.02,9,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3467996,Source1,2,11/7/2016 11:13,11/7/2016 17:13,42.08001,-87.79843,42.082347,-87.79837,0.162,At Pebblecreek Dr - Accident.,Waukegan Rd,Glenview,Cook,IL,60025,US,US/Central,KPWK,11/7/2016 10:52,62.1,NA,52,30.33,10,South,5.8,NA,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3839803,Source1,2,4/1/2022 16:16,4/1/2022 17:50,37.188827,-121.992029,37.152786,-121.985058,2.52,Stationary traffic on CA-17 from Bear Creek Rd (CA-17) to Summit Rd (CA-17) due to accident.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,4/1/2022 15:53,75,75,28,29.85,10,NW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3533717,Source1,2,10/26/2016 17:41,10/26/2016 23:41,33.71715,-117.79135,33.72428,-117.80161,0.768,Between Jamboree Rd/Exit 100 and Tustin Ranch Rd/Exit 101A - Accident.,I-5 N,Irvine,Orange,CA,92606,US,US/Pacific,KSNA,10/26/2016 17:53,68,NA,70,29.95,10,WSW,4.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3082472,Source2,2,1/23/2018 8:51,1/23/2018 9:36,34.060787,-117.974434,NA,NA,0,Accident on Cagliero St near Van Wig Ave.,Van Wig Ave,La Puente,Los Angeles,CA,91746-1044,US,US/Pacific,KEMT,1/23/2018 8:45,53.6,NA,41,30.17,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3293584,Source2,2,9/7/2017 10:44,9/7/2017 11:27,47.462753,-122.287117,NA,NA,0.330000013,Accident on entry ramp to WA-518 Eastbound from International Blvd.,WA-518 E,Seattle,King,WA,98188,US,US/Pacific,KSEA,9/7/2017 10:53,66.2,NA,73,29.96,10,SW,8.1,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3992815,Source1,2,7/24/2022 22:01,7/24/2022 23:19,42.46793,-123.504178,42.484356,-123.495633,1.216,A crash has occurred causing no to minimum delays. Use caution.,Riverbanks Rd,Grants Pass,Josephine,OR,97527-9669,US,US/Pacific,KSXT,7/24/2022 21:56,68,68,50,26.12,10,N,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
